COGNOME;NOME;EMAIL;TELEFONO;NOTE;
giuliani;dalcisio;t.sassetti@hotmail.com;;;
karim;dalia;azgzft@hotmail.it;;;
;Dalmata;d4.ar3n4@hotmail.com;+393098218829;;
nini;dalmiro;d4lm1r0n1n1@hotmail.it;3483801588;;
moukrim;dalmiro;iacoangeli00@tim.it;+393452473439;;
marchi;damasca;r0ss1.4nn1n0@yahoo.com;3457965538;;
;Damiana;bonomo-da@hotmail.it;;;
;dana;dana49@gmail.com;+393456069539;;
Rossi;daniello;;3456424320;;
;danila;;3450905685;;
boubaker;danta;;3472652514;;
esposito;dardano;;+393481685486;;
Pulsoni;Dario;salvadora69@hotmail.com;3489755512;;
gamberini;darmo;darmo23@gmail.com;3465355457;;
;darvino;neldo51@hotmail.it;;;
montevecchi;dato;d.m0nt3v3cch1@hotmail.com;3498745550;;
;davida;d4v1d4.f4r4z1@tim.it;3464223060;;
Ricci;davidino;;3472817461;;
;deana;d3.z4p4lsk1@yahoo.com;3471966177;;
piga;deana;p1g4.d34n4@alice.it;+393493968311;;
antosh;deanna;d1Ant0n3ll1@hotmail.com;+393462128533;;
Catalano;Debora;debora05@yahoo.com;3099486677;;
Latini;Decia;is3tt4p4nch3tt1@tim.it;3895264765;;
Pelo;Defendi;;+393571076625;;
bassano;defendi;;;;
Battaglia;Defendo;;3286729238;;
milutinovic;delciso;;3476533121;;
Galotti;Delinda;;3475054835;;
hijjoui;delindo;;3460512859;;
;delino;G4ll0d3l1n0@hotmail.com;;;
;Delisa;;3426391360;;
;Dema;z4n3ll1m4nl10@hotmail.com;3461905792;;
mamone;dema;d3 l4 cruz.4scl3p10@hotmail.it;3479899006;;
Serra;Demostene;demostene59@yahoo.com;+393488453920;;
mamone;demostene;titino77@alice.it;;;
Giorgi;denise;;+393457028715;;
harasymiuk;deodato;dfhxhlekzcn@yahoo.com;3450453385;;
Ferretti;deonisio;gianpaolo23@alice.it;3490007286;;
;Derina;;;;
chaibi;derio;f4n1ll4.m4hu@yahoo.com;;;
;derna;d.F3rr4nt3@alice.it;3484111214;;
;Desideria;lanconelli97@yahoo.com;3403219359;;
Ferraro;Desolina;desolina34@hotmail.it;3256250805;;
montevecchi;desolino;montevecchi68@alice.it;+393475005127;;
ermeti;dianella;d-3rm3t1@tim.it;3471988489;;
Marchesini;Dianora;;;;
mangano;didaco;f3r14n4-r0s4t0@alice.it;+393483563195;;
;diliana;dilianafontana@gmail.com;3455720861;;
Vitali;dima;;+393464805275;;
;Dimitrio;ermelino13@alice.it;3132678057;;
corrado;dino;fragolina@yahoo.com;+393467859965;;
mena;diodata;4rdu.d3 fl0r10@virgilio.it;3462639903;;
grebenea;diodora;polda80@gmail.com;+393474848706;;
Pozzi;Diodoro;diodoro86@libero.it;+393557927369;;
;Dione;;;;
;Dionigi;d.de_santis@hotmail.com;3099157423;;
vassura;dionisi;d.vassura@hotmail.it;3462417365;;
;dioscoride;dioscoride79@hotmail.com;;;
gasmi;disma;n0b1l14F3rr3tt1@hotmail.com;+393456274011;;
cerilli;disolina;rbwhztozhzm@yahoo.com;;;
Grasso;Divino;grasso@yahoo.com;+393312021338;;
;dolcissima;;3484188647;;
;dolfina;abcdefghijklmnopq@virgilio.it;;;
;dolorinda;;+393482262035;;
di mario;dolorino;abcdefghijklmnopq@tim.it;+393470408674;;
quartarone;domenica;d-qu4rt4r0n3@libero.it;3452093202;;
;domitilla;d-4lb4n3s3@hotmail.it;+393474829650;;
Villani;domizia;;3485766168;;
Donatini;Domizio;;+393522672561;;
Perrone;donata;laurenti47@virgilio.it;3452505058;;
diacetti;donelio;donelio03@virgilio.it;3451234051;;
dalessandro;donino;d0-d4l3ss4ndr0@alice.it;3480929094;;
Demilia;Donnino;be.pascucci@alice.it;3029261405;;
kovacs;dora;m1rc4.M3ss1n4@gmail.com;3483350215;;
;Dorella;is3tt4p4nch3tt1@tim.it;;;
colle;doride;r-s4ss3tt1@gmail.com;3495790966;;
polyzopoulos;doris;;3475604847;;
mollica;doviglia;iacoangeli00@tim.it;;;
Filipek;Druso;conetta.gigante@yahoo.com;;;
Usami;Duccia;golenluejl@yahoo.com;3038702151;;
Santini;duccio;;3476571570;;
nicastro;duilio;duilio-nicastro@alice.it;;;
stefoni;duilio;dust3f0n1@alice.it;;;
sasvari;eda;eda-sasvari@yahoo.com;+393483668334;;
piacentini;edda;edda82@hotmail.it;;;
;eddo;eddo87@hotmail.com;;;
mohammed;edelberto;errica49@alice.it;3454780353;;
metozzi;edgarda;3dg4rd4.m3t0zz1@yahoo.com;3463518541;;
fusini;edgardo;edga-fusini@hotmail.com;+393475246411;;
sarpieri;ediliano;;3454358504;;
;edina;o.gallo@libero.it;;;
lacerenza;editta;;+393493586778;;
;eduina;s4nn4-3du1n4@tim.it;3479446985;;
paul;eduino;3du1n0-p4ul@tim.it;3496075567;;
Bruni;effisio;;;;
;efisino;;+393452466774;;
casali;egeo;3g30.c4s4l1@tim.it;;;
Lanconelli;Egilda;lanconelli97@yahoo.com;3374815790;;
;Egizia;martino@libero.it;+393568415797;;
satta;egla;egla-satta@alice.it;3477876022;;
bazzocchi;eleano;;3497238328;;
di ruzza;elenia;elenia03@gmail.com;3470318737;;
cauteruccio;eleo;3du1n0-p4ul@tim.it;3468816702;;
;Elettro;;3483075757;;
Zandoli;Elfia;;3436659164;;
;Elfino;e-costa@virgilio.it;3494396359;;
di paolo;elfrido;di paolo64@libero.it;+393493946524;;
Piccolo;elhassania;ujncchrcdjy@alice.it;3483935413;;
sanna;eliano;3-s4nn4@yahoo.com;3482625914;;
Coluccio;Elianora;;3484847235;;
;elide;;3469503478;;
;elina;elina05@hotmail.com;+393473785052;;
villa;eliodoro;;3489239406;;
;Elisa;;+393602298249;;
;Elisabella;navarro93@virgilio.it;3463729332;;
;Elisabeth;e.t0s0@tim.it;3990010437;;
;elisabetta;odelio09@gmail.com;;;
wilmer;elisabetta;1d4l1n4p3r31r4 d3 c4str0@libero.it;;;
;elisena;aristidina67@hotmail.com;3458880105;;
boschi;ellenia;;;;
Hossain;Ellera;elle.hossain@tim.it;+393429224535;;
dalessandro;elllida;siriana14@gmail.com;;;
salvemini;ello;s4lv3m1n1-3ll0@tim.it;3458050358;;
Poli;Elmina;;3460931036;;
andruccioli;eloisia;Proietti19@yahoo.com;3478340082;;
Lorusso;elpidio;lillina35@tim.it;3495609960;;
minelli;elverino;;3493207353;;
;elvidio;bruni53@hotmail.com;;;
;elvisia;elvisia76@tim.it;;;
Pisacane;Elvo;e.pisacane@libero.it;3719113491;;
pierucci ;elzio;pierucci-elzio@tim.it;3481543060;;
;elzo;scotti@libero.it;3481762878;;
mamone;elzo;;+393456135452;;
Grassi;Emanuello;toso99@tim.it;3478022135;;
;Emerenziana;;3057150317;;
Pagano;emerico;c4st4gn0l10@hotmail.it;;;
oliva;emiddio;emiddio65@yahoo.com;3465096106;;
spalletta;emilio;sp4ll3tt43m1l10@libero.it;+393460589775;;
mane;emmanuele;3mm4nu3l3m4n3@alice.it;+393480132424;;
lucani;emmo;;3484089775;;
lucani;emmo;;3484089775;;
;enea;odinella59@virgilio.it;;;
;Eneide;ene-blasi@alice.it;+393476747244;;
maldini;engelberto;aiello.fe@hotmail.it;3465002546;;
Rizzo;Ennia;ennia-rizzo@hotmail.com;3075331516;;
pompili;enos;enos@yahoo.com;3470190916;;
cauteruccio;enotrio;3n0-c4ut3rucc10@gmail.com;3475780075;;
Marchetti;Enzina;m4rch3tt1-enz1n4@gmail.com;+393950656856;;
sbreni;epifano;s4nn4-3du1n4@tim.it;3497899890;;
;Era;e.zavoli@hotmail.com;3451682475;;
;eraclita;bu0n4f3d3luz13tt1@hotmail.it;3486872817;;
pracucci;eraclito;eraclito75@yahoo.com;3472426563;;
;eramo;e.spalletta@hotmail.it;;;
;erardo;zzzlujya@hotmail.it;;;
iacoangeli;ercole;iacoangeli00@tim.it;3454606685;;
parini;erico;m.lecca@tim.it;+393475885282;;
ducci;erilda;3r1-ducc1@libero.it;3469219209;;
sassetti;erildo;;3486015809;;
dotti;erlinda;;3497714431;;
Russo;Ermacora;russo67@alice.it;+393465225114;;
;Ermando;;3656136723;;
Battaglia;ermelina;battaglia81@virgilio.it;3464585556;;
;Ermelino;pellegrini19@libero.it;3149912645;;
;ermello;odinella59@virgilio.it;+393478645724;;
;ermenegildo;3rm3r4nf1@virgilio.it;3469063130;;
Valente;ermengilda;1d3 fr31t4s s0us4 t4v4r3s@tim.it;+393494058548;;
;ermentina;maroncelli82@gmail.com;+393467175440;;
;ermentrude;orviero97@virgilio.it;3470447065;;
;Ermida;teresina69@hotmail.com;3130621113;;
mohammed;erminia;3rm1n14-m0h4mm3d@hotmail.it;;;
magalotti;ermippo;3m4g4l0tt1@hotmail.it;3450786491;;
lattanzi;ermolao;nozavoli@virgilio.it;3495434446;;
di menna;ermolao;3rm0l40d1 m3nn4@libero.it;+393497417662;;
Cenciarelli;Ernano;ernano04@gmail.com;3476837629;;
ferrarese;ernino;;+393457809851;;
Grimaldi;erodiade;4ng3l3tt4.fr4sc4@hotmail.it;+393461466596;;
lazar;erpidio;;3495585070;;
balta;errigo;;3476510746;;
Bellini;ersilio;3rs1B3ll1n1@virgilio.it;+393484761985;;
;erto;oliva10@gmail.com;;;
battelli;erto;;+393460688036;;
pinna;ervenio;alfano37@gmail.com;3494556764;;
bassani;ervino;adrasto43@yahoo.com;3459906530;;
;esedra;vella82@yahoo.com;3467251517;;
;estella;boubaker62@yahoo.com;3479757276;;
colonna;esuberanzo;lpepe@alice.it;3485458344;;
;Etelvoldo;;3356579346;;
Colle;Etrusco;vemonti@tim.it;3454476654;;
botnariu;eucherio;3.b0tn4r1u@gmail.com;3452965293;;
Sala;eudosia;v1-3rc0l4n1@alice.it;3493208884;;
Ruggiero;Eufelia;eufeliaruggiero@tim.it;3647002342;;
de stefano;eufemio;3uf3m10.d3 st3f4n0@alice.it;+393459867721;;
piro;eupremio;eupremio48@libero.it;+393492393384;;
;eura;eura15@hotmail.it;3487331630;;
rucci;eusebia;3-rucc1@hotmail.com;3473114701;;
bassani;eusebio;eu.bassani@hotmail.com;3464047133;;
Rinaldi;eustacchia;Pellegrino54@hotmail.com;+393453797143;;
;Eustacchio;;+393458878211;;
michilli;eustacchio;;3472019623;;
Farina;Eutizio;;3195619008;;
El hallaf;Evangelista;el_hallafeva@tim.it;+393803884169;;
ricci;evasia;odorina@yahoo.com;+393457896372;;
Torraca;Evelisa;salvatorino-burla@gmail.com;3797343776;;
fico;evino;f3l1s4-4nt0sh@yahoo.com;3490779879;;
;evio;p4nch3tt1-f1l1m3n4@tim.it;3474311210;;
Spoletini;Ezio;zi.pelo@tim.it;3471795104;;
tabane;ezio;ezio28@alice.it;+393493335051;;
;fabbia;;+393487835328;;
parini;fabbio;f4bb10p4r1n1@alice.it;3453629202;;
Stazzone;Fabiana;f4st4zz0n3@yahoo.com;;;
Brunetti;Fabiella;;+393512309418;;
Kellmann;Fabriano;f.k3llm4nn@hotmail.it;+393201192626;;
pascucci;fabrio;;+393474676258;;
Agostini;facondo;Agostini78@yahoo.com;3480100509;;
Cusin;Fadilla;fadilla98@yahoo.com;3163859767;;
latini;faira;eichenberger60@tim.it;+393477703272;;
;Faiza;faiza-pepe@virgilio.it;+393464947659;;
panchetti;falco;falco20@hotmail.it;;;
Pagano;Faldina;r0s4l1n4.f10r3@alice.it;;;
;Falerio;falerio71@alice.it;;;
;faliera;dipaolo-f@gmail.com;3466583457;;
bonn;faliero;faliero45@yahoo.com;3461176728;;
ahmed el ghandor;falina;0s3.qu4rt4r0n3@tim.it;3465033778;;
;fanciullo;f4nc1ull0.P1nn4@hotmail.it;3474927471;;
;fanilla;f4n1ll4.m4hu@yahoo.com;;;
Sipio;Fanni;fanni20@virgilio.it;3315103880;;
tiglio;fano;c4ll3g4r1n1-f1n3s14@yahoo.com;+393451611348;;
coccia;fanola;fanola51@hotmail.it;3471071783;;
Bianchi;Fanore;;3794511622;;
Conte;Fanzia;;3331428477;;
williams;faostino;faostino64@alice.it;+393482443241;;
Siracusa;Faraone;siracusaf@hotmail.com;3301864600;;
odigwe;fatima  ap.;f4.0d1gw3@virgilio.it;3485361716;;
;faustino;faustino.quartarone@alice.it;;;
Caldironi;Faviana;faviana35@yahoo.com;3479817245;;
costa;favorina;costa05@virgilio.it;+393493315684;;
arlati;favorito;t3r3nz14.t0rr4c4@yahoo.com;3478329015;;
monsone ;feanna;u-d1 p40l0@yahoo.com;3457926097;;
;feba;g4d3 d0m3n1c0 @hotmail.com;+393474809761;;
Guidi;Febo;;;;
Cozzolino;Fedele;;3488845245;;
Mazza;fedelia;fedelia.mazza@hotmail.it;;;
carullo;fedelia;;3498435345;;
zenina;fedelica;fedelica.zenina@hotmail.it;3452025030;;
sassi;fedelina;napoliba@hotmail.com;;;
benhadda;fedelinda;;3470006100;;
mauro;fedelino;mamotc@hotmail.it;+393480187025;;
zapalski;fedilla;f3-z4p4lsk1@libero.it;3493372506;;
Bruni;Fedorina;fedorina40@yahoo.com;3042221919;;
pinna;fedra;;3481471710;;
Aiello;felesina;aiello.fe@hotmail.it;3482703405;;
fasano;felicella;felicella@virgilio.it;3455008169;;
;feliciano;corrado15@gmail.com;+393473390924;;
;Felicit‡;felicit‡80@alice.it;3487215438;;
albanese;felino;albanese18@gmail.com;3474294031;;
antosh;felisa;f3l1s4-4nt0sh@yahoo.com;3486199107;;
dolciotti;felmina;;3456945079;;
esposito;femide;fesposito@hotmail.it;3470542688;;
farazi;fenelia;fenelia07@hotmail.it;3459414646;;
piga;fenello;;;;
;fenice;abcdefg@hotmail.com;+393451735280;;
balta;fenicia;fenicia51@virgilio.it;+393484551591;;
Salvini;Fenimola;fenimola08@libero.it;3148462938;;
barruga;fenza;fesposito@hotmail.it;;;
Milenov;Fera;;3185072625;;
zak;ferdiando;rocchi.finimola@yahoo.com;3456711761;;
rosato;feriana;f3r14n4-r0s4t0@alice.it;;;
;Ferida;errahmani84@tim.it;+393571513561;;
;feridia;feridia92@hotmail.it;3455520852;;
placidi ;ferido;placidi 53@hotmail.com;3466312979;;
fossaroli;ferino;f3r1n0.f0ss4r0l1@alice.it;+393460056631;;
;Fermilde;f-caputo@alice.it;3498212686;;
Galotti;Fermilde;fermilde75@virgilio.it;+393503165070;;
di marco;fermilide;f3rm1l1d3d1 m4rc0@virgilio.it;;;
Longo;ferminio;ferminio50@virgilio.it;3491845778;;
ciarla;ferradino;boubaker57@hotmail.com;3474867638;;
Arena;Ferrandina;arena@gmail.com;3154198756;;
sasvari;ferrandina;;3483602944;;
;Ferrara;pascale19@gmail.com;+393494859162;;
;ferrara;st3s0r0@gmail.com;3466333501;;
azzarri;ferrarino;ferrarino88@yahoo.com;+393459180471;;
disabato;ferro;sR0ss1@virgilio.it;3469994123;;
casella;fertile;f3.c4s3ll4@alice.it;3465103960;;
strazzanti;ferucio;f.strazzanti@yahoo.com;3461463854;;
Grimaldi;fesio;;+393471084039;;
Galli;Festilio;festilio-galli@tim.it;+393479254434;;
avendato;festilio;0lm0.b4s1l3@libero.it;3470579253;;
tarozzi;fiandra;grsdfpfeq@tim.it;+393454735501;;
pezzuco;fidalmina;;3488599096;;
sorgentone;fidelfranco;fidelfranco05@gmail.com;3477177419;;
;fidelina;fidelina70@yahoo.com;3493858827;;
;fidelmina;napoliba@hotmail.com;3494437588;;
harasymiuk;fidenzia;p4p4l30.0rl4@alice.it;+393478094089;;
fiordigigli;fides;marcuccia62@virgilio.it;;;
mucci;fidia;mucci04@libero.it;+393466423421;;
;filadelfia;;3459814113;;
crepaldi;filadora;mamone59@hotmail.it;;;
Iacoangeli;Filicardo;filicardo66@virgilio.it;;;
Campana;Filimena;filimena58@libero.it;;;
laurenti;filindo;filindo54@tim.it;+393460523258;;
pereira de castro;filino;f1.p3r31r4 d3 c4str0@virgilio.it;3468705797;;
Valentini;filippi;Valentini23@hotmail.it;3499416299;;
piacentini;filippino;;3463768933;;
forcina;filippo;forcina57@yahoo.com;3464480368;;
;filodemo;walterino91@hotmail.com;3453236703;;
bonsignore;filonilla;filonilla36@hotmail.com;+393468800268;;
;filumena;;3478919455;;
di mario;finaldo;;;;
iacoangeli;finao;iacoangeli00@tim.it;3498086109;;
;finau;;+393465311077;;
pezzuco;finetta;d1sm0-g4sm1@hotmail.com;3493396948;;
Conti;finicola;;+393499798769;;
;finimola;rocchi.finimola@yahoo.com;;;
;finistauro;finistauromilenov@yahoo.com;3480201754;;
;finuccia;fi.russo@libero.it;;;
bellino;finuccio;t4r0zz1-j4nn4@tim.it;;;
Fontana;fioldisa;f1F0nt4n4@gmail.com;+393487194262;;
taifi;fioralba;fioralba18@libero.it;3481846404;;
;fioralbo;abcdefghijk@tim.it;;;
Pello;Fioraldo;;3817457819;;
martellini ;fiorangelo;f1-m4rt3ll1n1 @hotmail.com;+393477316355;;
Jebrane;Fiorante;;3741003685;;
Gasmi;Fiordalba;fiordalba67@virgilio.it;3899555252;;
cichon;fiordalba;f1.c1ch0n@gmail.com;3453058067;;
Santoro;fiordelice;;;;
;Fiordelinda;;3332071806;;
Catalano;fiordimaria;zaccaria@virgilio.it;3465122540;;
Alpi;Fiordistella;f1.alp1@tim.it;+393646780189;;
sipio;fiore;3rr4hm4n1l4zz4r1n4@tim.it;;;
sgrigna;fiorelinda;fiorelinda02@yahoo.com;3464186084;;
riboloni;fiorellina;;3475155575;;
;fiorenda;1d3 m4tt30@hotmail.com;3459408265;;
;fiorentina;d4v1d4.f4r4z1@tim.it;;;
;Fiorentino;fiorentino50@hotmail.com;+393919122466;;
taurone;fiorenzo;;3478716563;;
pal ionut;fioridea;;3488319881;;
corrias;fiorigi;;3452596786;;
boncompagni;fiorigio;fiorigio64@hotmail.com;+393464871146;;
Valvano;Fiorilla;valvano.fiorilla@hotmail.com;3198237710;;
tronconi;fiorinella;;3493522543;;
castaldo;fiorisella;abcdefghi@gmail.com;3490441722;;
;fiorita;l30n0r4curc10@libero.it;+393483089348;;
de matteo;fiorlinda;gbbyhfh@tim.it;3497936573;;
naci;fiorlisa;f10rl1s4n4c1@gmail.com;3467450092;;
delgado;fiova;fiova66@hotmail.it;;;
Lorusso;firenza;;;;
villa;firmano;f1rm4n0.v1ll4@hotmail.com;3453553422;;
castaldi;firmo;f1rm0-c4st4ld1@gmail.com;;;
Capanna;Fisio;fisio37@tim.it;+393455257374;;
paduano;fiumana;v1-3rc0l4n1@alice.it;3462301308;;
Bellini;fiumina;fiumina65@hotmail.com;3485751100;;
romani bergonzo;flaide;cl3p1cc0l1@hotmail.com;3458470058;;
;Flamino;fornaretto52@alice.it;+393575279127;;
Pellegrino;flario;3rm3r4nf1@virgilio.it;3454771896;;
Valentini;flauto;fl4V4l3nt1n1@libero.it;3465778691;;
;Flavinia;flavinia.gargiulo@hotmail.it;+393282169733;;
policarpo;flebonia;f.torraca@gmail.com;;;
Pierucci;Flera;gelongo@gmail.com;;;
Carucci;Floide;;3442429417;;
lippi;florana;lippi46@hotmail.it;3453523742;;
;floreana;;;;
vella;florella;;3473136575;;
wozniczka;florentina;odorina@yahoo.com;3468227710;;
;florenza;;3452732583;;
piccoli;floresta;piccoli10@gmail.com;;;
;florica;fl0r1c4.p4p4l30@alice.it;+393493989013;;
milutinovic;florideo;;3459669581;;
Ferrari;Florido;ferrari-flo@gmail.com;3573190219;;
alfano;florindo;arpa.felici@yahoo.com;+393487735425;;
leonetti;floris;fl0r1s-l30n3tt1@hotmail.com;3472133312;;
Olivieri;fogliana;Olivieri32@tim.it;3459504901;;
Di carlo;Fois;redento12@yahoo.com;3657302070;;
;Folco;;;;
mane;folema;;3475803260;;
bonomo;foliano;f.b0n0m0@gmail.com;3479063409;;
Caccamo;Fondina;mena.alfe@libero.it;+393853624835;;
Saccone;Forestina;;+393461662864;;
;Forestina;;+393461662864;;
sementilli;foriero;giacomina@virgilio.it;;;
fazi;fortezza;f10rd1g1gl1-f@gmail.com;3491049198;;
severi;fortunanta;n0b1l14F3rr3tt1@hotmail.com;3499806482;;
zepponi;fortunatina;fo-zepponi@virgilio.it;3492848734;;
cardinetti;fortunello;f0rtun3ll0c4rd1n3tt1@yahoo.com;;;
Giuliani;Fortuno;;3980476287;;
Rossi;foscola;genoveffo00@alice.it;+393450772235;;
Grassi;Foscolina;vilmaro21@tim.it;;;
Marchi;fragolina;fragolina@yahoo.com;;;
minuz;franca;fr4nc4-m1nuz@libero.it;3462904706;;
;franceschino;franceschino42@virgilio.it;+393470776415;;
;francia;francia15@libero.it;+393462069763;;
Simonetti;Franza;simonetti37@virgilio.it;3206473682;;
deiana;franzio;;;;
Guerra;frasina;1d4l1n4p3r31r4 d3 c4str0@libero.it;+393478150703;;
;frasina;fr4s1n4-d3 st3rl1ch@virgilio.it;;;
coulier;frazia;;3474118233;;
strazzanti;fredesvinda;fr3-str4zz4nt1@yahoo.com;;;
Zanetti;fride;Zanetti44@virgilio.it;;;
De Rosa;fridiana;derosa09@libero.it;;;
;frosina;frosinaromagnoli@hotmail.it;3490212417;;
di pasquale;fulberta;;;;
palatano;fulgero;fulgero32@libero.it;;;
;fulva;;+393491980747;;
;fulviano;;3465708446;;
;furtunata;gentilefurtunata@tim.it;+393483428228;;
;gabino;;3450510408;;
;gaetana;;+393458063827;;
Rizzo;gaio;ga-rizzo@gmail.com;3461105887;;
bellino;galante;giacinto33@libero.it;3486574685;;
Romeo;galatea;g4l4t34R0m30@alice.it;+393483351520;;
medda;galdina;;;;
;Galeana;marchi.galeana@hotmail.it;3696240974;;
balta;galeano;galeano98@hotmail.com;3484963641;;
;galgano;gafiadone@libero.it;+393490554080;;
de stefano;gallia;gallia100@hotmail.com;;;
de stefano;gallia;gallia100@hotmail.com;3493627051;;
Napoli;Gallio;polisalvo@virgilio.it;3356982810;;
papaleo;gallo;;3488514339;;
Cerilli;Gandolfo;gandolfo62@gmail.com;;;
;gasparina;pagano.gasparina@libero.it;3454745218;;
moschetti;gaudenzo;;+393482480745;;
;Gaudina;gaudina68@yahoo.com;;;
Iacoangeli;Gaudino;g.iacoangeli@virgilio.it;3983200053;;
vanni;gaudioso;;3451969827;;
Contiu;Gavino;grasso@yahoo.com;3673979066;;
croce;gedeone;croce-ge@libero.it;+393465685557;;
Martino;Gelinda;;3167062622;;
la sorda;gelmina;g3lm1n4l4 s0rd4@hotmail.com;;;
;gelsomina;g3ls0m1n4.Rugg3r1@alice.it;+393464871146;;
;geltrude;;+393485772671;;
;Geltrudo;g-gori@gmail.com;3955371063;;
Bellini;gemello;gebellini@hotmail.it;;;
castagna;gemiliana;4-l4 b3ll4@gmail.com;3490473577;;
delgado;gemiliano;primia21@tim.it;3457919388;;
caraballo;gemma;romantino78@yahoo.com;+393484832065;;
manzi;generosa;manzi61@libero.it;3486454173;;
di pasquale;genesio;orte25@tim.it;3498123140;;
finiti;geniale;;3498617148;;
;Genoveffo;d.de_santis@hotmail.com;+393655591938;;
caporilli;genoveffo;;+393456069539;;
;genovino;me.russo@tim.it;3486116456;;
trombino;genserico;g3-tr0mb1n0@tim.it;3472094709;;
de la cruz;genuzio;genuzio88@virgilio.it;+393495528162;;
;genzino;genzino@tim.it;3487701544;;
;gerasimo;g34l4m@tim.it;+393499179334;;
emumwen;geremia;g3r3m14.3mumw3n@tim.it;;;
Cellini;Gerio;sassetti38@tim.it;3333827681;;
aguila;gerlando;g3rl4nd0.4gu1l4@libero.it;3486628287;;
donati;germana;germana-donati@libero.it;;;
pracucci;germanino;g3rm4n1n0.pr4cucc1@alice.it;3451234051;;
;germinalina;g3.M0nt4n4r1@hotmail.it;3454599269;;
paglia;germinalina;paglia73@gmail.com;3478307641;;
;Gertrude;ddfwuvpcoixexeavttaf@alice.it;3487010346;;
Longo;Gervasio;gelongo@gmail.com;+39;;
zak;gervaso;;3475661685;;
pucciotti;gesuele;gpucc10tt1@hotmail.com;+393459747481;;
Siapian;Ges˘;;+393496498601;;
Moretti;getullio;getullio08@hotmail.com;3453314835;;
;ghita;ghita100@yahoo.com;3489705317;;
Basile;ghita;b4gn414.4z3l10@hotmail.com;+393498789206;;
quadalti noferini;giacinto;giacinto33@libero.it;3477849386;;
Battaglia;giacomina;giacomina@virgilio.it;;;
Riva;giada;Riva57@gmail.com;+393495371878;;
;Giammario;concettino-cagnotti@libero.it;3467637746;;
;Giammario;pr1m14bu0ngr4z10@hotmail.it;3480615490;;
;giampaolo;giampaolo25@virgilio.it;3497528710;;
poni;gianandrea;gianandrea37@hotmail.it;3495692044;;
;giandomenico;abcdefghijklmno@libero.it;+393490516431;;
de santis;gianluca;okkwno@alice.it;+393492899987;;
;Gianmario;gianmario32@yahoo.com;3538377695;;
caporilli;giannandrea;;;;
delgadillo vargas;giannico;s1-c4st4gn4@tim.it;+393462449782;;
placidi ;giannina;varniero31@yahoo.com;3457926097;;
bonomo;gianpaolo;gianpaolo23@alice.it;3486486816;;
;giasone;p4p4l30.0rl4@alice.it;;;
santana moscato;gidio;r.f1c0@gmail.com;+393461771812;;
Pascucci;Gigia;;+393745250855;;
Giorgio;Gigliano;gigliano@hotmail.com;3611129827;;
;gilia;mamone59@hotmail.it;3479359024;;
amato;gilindo;g.4m4t0@gmail.com;+393491976364;;
monsorno;gillia;g1ll14.m0ns0rn0@gmail.com;;;
raqabi;ginevra;;+393485385318;;
;gioella;conti.gi@tim.it;;;
Martino;gioiele;g1013l3.M4rt1n0@gmail.com;+393464203889;;
;gioiosa;me.russo@tim.it;;;
;giolivo;giolivo@alice.it;+393458116302;;
;Giommaria;;3820333472;;
panza;gionata;p4nz4g10n4t4@hotmail.com;3456846680;;
Mazza;giordana;giordanamazza@hotmail.com;;;
gromala;giordano;g1-gr0m4l4@libero.it;3486529453;;
vinciguerra;giorgio;g10rg10-v1nc1gu3rr4@libero.it;3470492593;;
errahmani;giosaffatto;xasyjpxk@gmail.com;+393477975873;;
pongetti;giosuele;;+393494323076;;
Poli;Giotto;poli40@libero.it;3013505549;;
brunetti;giovacchino;franceschino42@virgilio.it;3457344305;;
;giovanna;giovanna68@virgilio.it;3478276384;;
;giovannantonio;3l14n4c3r1ll1@libero.it;3454875687;;
balloni;giovannica;g10v4nn1c4.b4ll0n1@yahoo.com;3463822312;;
spalletta;giraldo;g-n4c1@libero.it;3465536536;;
sposato;girardo;d0-d4l3ss4ndr0@alice.it;3496999079;;
muratori;gisella;Pellegrino54@hotmail.com;3487548756;;
la bella;gislena;;3456006213;;
;giuffrida;;;;
Agostini;Giulietta;;3057535779;;
naci;giulietto;g-n4c1@libero.it;+393484569265;;
caligiuri;giuliva;l4z4zz3r4.f0r3st1n4@gmail.com;3460004941;;
Esposito;giusepe;Esposito15@hotmail.com;+393493315684;;
cataldi;giustiniano;d1sm0-g4sm1@hotmail.com;;;
gentili;giusto;g3nt1l1.g1@hotmail.com;+393494627878;;
bertini;gliceria;f4bb10p4r1n1@alice.it;3466734057;;
di carlo;glicerio;;;;
jianu;glorio;abcdef@libero.it;+393477656264;;
toso;glorio;;3484606135;;
zecchini;gonaria;z3cch1n1g0n4r14@hotmail.com;3450504417;;
;Goretto;goretto.lazazzera@tim.it;+393193241636;;
dalessandro;gradisca;isovonoppen@hotmail.it;3468011672;;
;Graziana;;3741757246;;
Pasolini;Grazina;;+393696642990;;
bencivenga;greca;nunzietta47@gmail.com;3479899006;;
;Griselda;gri.focaccia@virgilio.it;3475713454;;
filagna;griselda;g.f1l4gn4@yahoo.com;+393483129613;;
pereira de castro;gualdo;;3487215879;;
cavaterra;guarina;guarina62@yahoo.com;3452665799;;
;guarina;;;;
vitor;guendalina;gu3nd4l1n4.v1t0r@gmail.com;+393477753330;;
;guerranda;s3m-gu4m4n@libero.it;+393464388832;;
;Guerrina;;3836618112;;
